T,CL,CD
0.010267124999999998,1.2572564621075824,0.28176090291917744
0.013689499999999999,1.2500356048437706,0.280789454551256
0.017111875,1.2478672731074267,0.28049898693705766
0.020534249999999997,1.2472167229750477,0.28041196257714535
0.023956624999999995,1.2470215103111748,0.2803858587947761
0.027378999999999994,1.2469629197103493,0.280378023959453
0.030801374999999992,1.246945336380184,0.2803756724216362
0.03422374999999999,1.2469415844507943,0.2803752899690964
0.03764612499999999,1.2469404545117717,0.28037517464880607
0.04106849999999999,1.2469385899771568,0.280374816581403
0.044490874999999985,1.2469380305202915,0.28037470914322266
0.047913249999999984,1.2469378591072489,0.2803746764827634
0.05133562499999998,1.2469378084697784,0.2803746666662682
0.05475799999999998,1.246937791173684,0.2803746635055917
0.05818037499999998,1.2469377861331425,0.28037466239550357
0.06160274999999998,1.2469377847285905,0.2803746619869022
0.06502512499999998,1.2469377826248131,0.2803746616128487
0.06844749999999998,1.2469377801534818,0.2803746612477327
0.07186987499999999,1.246937780133258,0.2803746613244128
0.07529224999999999,1.246937777912348,0.2803746608791799
0.078714625,1.2469377764368643,0.28037466065700734
0.082137,1.2469392981042933,0.2803749831730907
0.08555937500000001,1.2469397540534146,0.28037507999521133
0.08898175000000001,1.2469398899784228,0.28037510891884226
0.09240412500000002,1.2469399304697608,0.2803751171889463
0.09582650000000002,1.2469399429424621,0.2803751197646689
0.09924887500000003,1.2469399462438024,0.2803751203983179
0.10267125000000003,1.246939946441169,0.2803751204649564
0.10609362500000004,1.2469399463322672,0.2803751204464154
0.10951600000000004,1.246938424413852,0.28037479762429685
0.11293837500000005,1.2469394888392236,0.28037502340384574
0.11636075000000005,1.246938285282268,0.2803747682986604
0.11978312500000006,1.2469379231668256,0.2803746915815742
0.12320550000000006,1.2469393395115267,0.2803749917786637
0.12662787500000006,1.2469397638587258,0.280375081577921
0.13005025000000006,1.2469398904405966,0.28037510843584096
0.13347262500000007,1.2469416271272789,0.2803754244381174
0.13689500000000007,1.2469404505496418,0.28037521154381123
0.14031737500000008,1.2469400986147843,0.2803751480551252
0.14373975000000008,1.2469399948047695,0.2803751291115785
0.1471621250000001,1.2469399630498852,0.28037512333892073
0.1505845000000001,1.2469399536549928,0.2803751213954039
0.1540068750000001,1.246939949997103,0.28037512078880594
0.1574292500000001,1.2469399493986657,0.2803751208077198
0.1608516250000001,1.2469399491711528,0.28037512031558576
0.16427400000000011,1.246939948466606,0.28037512017254174
0.16769637500000012,1.2469399495060804,0.2803751207046328
0.17111875000000012,1.2469399496144105,0.2803751206835909
0.17454112500000013,1.246939949023174,0.2803751205432077
0.17796350000000014,1.2469399489228328,0.2803751206108662
0.18138587500000014,1.246939949116495,0.2803751204872523
0.18480825000000015,1.2469399494103601,0.2803751203616397
0.18823062500000015,1.2469399494028477,0.2803751203702873
0.19165300000000016,1.2469399501705771,0.28037512040092355
0.19507537500000016,1.2469399512485284,0.28037512077363913
0.19849775000000017,1.2469399513153852,0.28037512069759796
0.20192012500000017,1.246939950651524,0.2803751206271395
0.20534250000000018,1.246939950381293,0.2803751206324452
0.20876487500000018,1.2469399507504322,0.2803751207570999
0.2121872500000002,1.2469399508542602,0.28037512061173975
0.2156096250000002,1.2469399502330472,0.28037512039865414
0.2190320000000002,1.246939950709047,0.28037512058054004
0.2224543750000002,1.246939951025113,0.28037512060055036
0.2258767500000002,1.2469399520008975,0.28037512089476574
0.22929912500000021,1.2469399531082348,0.28037512094304745
0.23272150000000022,1.2469399521494173,0.280375120727301
0.23614387500000023,1.2469399522460194,0.2803751208534988
0.23956625000000023,1.2469399542512918,0.28037512109233687
0.24298862500000024,1.2469399534829535,0.2803751212302063
0.24641100000000024,1.2469399532060927,0.28037512092804107
0.24983337500000025,1.2469399548420999,0.28037512137241616
0.2532557500000002,1.246939955276333,0.2803751211225359
0.2566781250000002,1.2469399545062052,0.28037512127453385
0.2601005000000002,1.2469399541513047,0.28037512075887255
0.26352287500000016,1.2469399536315486,0.28037512061275005
0.26694525000000013,1.2469399548345517,0.28037512104605283
0.2703676250000001,1.246939952986823,0.2803751206282231
0.2737900000000001,1.2469399538380381,0.28037512088129785
0.27721237500000007,1.2469399543844202,0.2803751210561899
0.28063475000000004,1.2469399556405283,0.28037512146073684
0.284057125,1.246939955327444,0.2803751211414353
0.2874795,1.246939956907002,0.28037512138975723
0.290901875,1.2469399575853601,0.28037512142205956
0.29432424999999995,1.2469399562670047,0.2803751210735569
0.29774662499999993,1.246939958112688,0.2803751214821462
0.3011689999999999,1.246939958759773,0.2803751216464758
0.3045913749999999,1.246939958406248,0.2803751214629426
0.30801374999999986,1.2469399583158738,0.28037512134150466
0.31143612499999984,1.2469399585097631,0.2803751213545159
0.3148584999999998,1.246939959393185,0.2803751217107079
0.3182808749999998,1.2469399581114715,0.28037512143515764
0.3217032499999998,1.246939960130299,0.280375121517835
0.32512562499999975,1.2469399599063125,0.28037512141740184
0.32854799999999973,1.2469399603510691,0.2803751217410255
0.3319703749999997,1.2469416572148475,0.28037542932628856
0.3353927499999997,1.2469421681018218,0.2803755218810046
0.33881512499999966,1.2469423221198739,0.2803755496228514
0.34223749999999964,1.2469423677521978,0.28037555784664836
0.3456598749999996,1.246942381032642,0.28037556030376526
0.3490822499999996,1.246942385033412,0.28037556086183957
0.35250462499999957,1.2469423865175473,0.28037556119034984
0.35592699999999955,1.2469406890334551,0.2803752538070738
0.3593493749999995,1.2469401807603555,0.2803751618551528
0.3627717499999995,1.2469400281832577,0.28037513422750365
0.3661941249999995,1.2469399814781672,0.2803751254863357
0.36961649999999946,1.2469399685043832,0.2803751229847214
0.37303887499999944,1.2469399667300358,0.2803751226103402
0.3764612499999994,1.2469399647904011,0.2803751223340559
0.3798836249999994,1.2469399647344226,0.28037512220926686
0.38330599999999937,1.2469399647322867,0.28037512214705784
0.38672837499999935,1.2469399649072848,0.2803751220957282
0.3901507499999993,1.2469399644947416,0.2803751221905903
0.3935731249999993,1.2469399647626973,0.2803751221029029
0.3969954999999993,1.246939967147162,0.28037512267743836
0.40041787499999926,1.2469416644266786,0.28037543016369254
0.40384024999999923,1.2469421728796637,0.280375522326594
0.4072626249999992,1.2469423273741196,0.2803755506044302
0.4106849999999992,1.24694237259363,0.2803755586894905
0.41410737499999917,1.2469423891855829,0.28037556152599674
0.41752974999999914,1.2469423913406166,0.2803755620533383
0.4209521249999991,1.2469423935632324,0.28037556235717004
0.4243744999999991,1.246942391830683,0.2803755620999474
0.4277968749999991,1.2469423927809504,0.2803755619907927
0.43121924999999905,1.2469423932898072,0.2803755624207688
0.43464162499999903,1.246942393294855,0.2803755622920615
0.438063999999999,1.2469423941309905,0.2803755625142297
0.441486374999999,1.246942392486027,0.2803755622640549
0.44490874999999896,1.2469423950928822,0.2803755625403748
0.44833112499999894,1.2469423945366445,0.28037556248058104
0.4517534999999989,1.2469423942061737,0.28037556235592936
0.4551758749999989,1.2469423958910704,0.28037556256745566
0.4585982499999989,1.2469406988951939,0.2803752549339796
0.46202062499999885,1.246940192039149,0.2803751630614329
0.46544299999999883,1.246940039651754,0.28037513548201726
0.4688653749999988,1.246939993042281,0.28037512679071824
0.4722877499999988,1.246939978271468,0.2803751246014564
0.47571012499999876,1.246939974068296,0.280375123706593
0.47913249999999874,1.246939973381024,0.2803751237263559
0.4825548749999987,1.2469399716667002,0.280375123282266
0.4859772499999987,1.2469399721433734,0.28037512339672543
0.4893996249999987,1.2469399710595361,0.28037512312865714
0.49282199999999865,1.246939971613877,0.2803751232259555
0.4962443749999986,1.2469399718001264,0.28037512349090904
0.4996667499999986,1.2469399727262778,0.2803751234887595
0.5030891249999986,1.246939973783297,0.28037512369565565
0.5065114999999986,1.2469399755131052,0.28037512366876993
0.5099338749999985,1.2469399743306877,0.2803751235413656
0.5133562499999985,1.246939975318275,0.2803751235977132
0.5167786249999985,1.246939975306478,0.28037512359378197
0.5202009999999985,1.2469399766208793,0.28037512382638746
0.5236233749999984,1.2469399770270457,0.28037512392346275
0.5270457499999984,1.246939976572755,0.2803751239439474
0.5304681249999984,1.246939977602227,0.28037512431838746
0.5338904999999984,1.2469399787890276,0.280375124346071
0.5373128749999984,1.2469399802119658,0.2803751244425059
0.5407352499999983,1.2469399807311787,0.2803751245599456
0.5441576249999983,1.2469399810176984,0.2803751247381855
0.5475799999999983,1.2469399815507367,0.2803751245956503
0.5510023749999983,1.2469399816101108,0.28037512459023695
0.5544247499999982,1.2469399824383154,0.2803751246353455
0.5578471249999982,1.2469399834679593,0.2803751249709294
0.5612694999999982,1.2469399862667705,0.2803751252797175
0.5646918749999982,1.2469399863793094,0.28037512543216747
0.5681142499999982,1.246939986314717,0.2803751256337465
0.5715366249999981,1.2469399870956845,0.28037512563734485
0.5749589999999981,1.2469399870402302,0.2803751254590858
0.5783813749999981,1.2469399879415235,0.2803751255071949
0.5818037499999981,1.2469399876042067,0.28037512552913435
0.585226124999998,1.2469399872456903,0.2803751251304696
0.588648499999998,1.2469399877529281,0.28037512539968734
0.592070874999998,1.2469399877809002,0.2803751252637534
0.595493249999998,1.2469399886682286,0.2803751253724462
0.598915624999998,1.246939989781145,0.2803751254711937
0.6023379999999979,1.2469399898598006,0.28037512554026434
0.6057603749999979,1.2469399917946735,0.2803751258841877
0.6091827499999979,1.246939992142063,0.2803751257493773
0.6126051249999979,1.2469399931445402,0.28037512586632024
0.6160274999999978,1.24693999291625,0.2803751258840993
0.6194498749999978,1.246939992783874,0.2803751257857967
0.6228722499999978,1.2469399912385803,0.2803751256262679
0.6262946249999978,1.2469399908114402,0.28037512558145605
0.6297169999999978,1.2469399908081633,0.2803751256234728
0.6331393749999977,1.2469399919239197,0.2803751257344474
0.6365617499999977,1.2469399923881725,0.28037512588499436
0.6399841249999977,1.2469399935266179,0.2803751260437568
0.6434064999999977,1.2469399945638115,0.2803751262982078
0.6468288749999976,1.2469399960166514,0.28037512622260696
0.6502512499999976,1.2469399970721162,0.28037512655760966
0.6536736249999976,1.246939999038733,0.2803751268110969
0.6570959999999976,1.2469399989666894,0.28037512672395426
0.6605183749999975,1.246941697041349,0.28037543405847387
0.6639407499999975,1.2469422054772306,0.2803755264251868
0.6673631249999975,1.2469423592836466,0.28037555438953043
0.6707854999999975,1.246942404856488,0.28037556245978035
0.6742078749999975,1.2469424207966298,0.2803755655116972
0.6776302499999974,1.2469424251657486,0.28037556629892296
0.6810526249999974,1.2469424255860737,0.2803755664079093
0.6844749999999974,1.2469424275442946,0.28037556656338586
