t,dt,step,x,y,z,Gamma_x,Gamma_y,Gamma_z,sigma,U_ref_x,U_ref_y,U_ref_z,Gx_ref_x,Gx_ref_y,Gx_ref_z,Gy_ref_x,Gy_ref_y,Gy_ref_z,Gz_ref_x,Gz_ref_y,Gz_ref_z
0.4277968749999991,0.0034223749999999996,125.0,5.33174994961468,-1.2440058339043667,1.6726904995967495,0.0016657116522289855,-0.0105914612939678,0.0026252033064156264,0.05851091915260608,-0.42268902773610884,0.2826142718400334,-0.2634038328416223,-0.0036092644186924705,1.3969037866471745,11.440301539042633,-3.451517578503186,0.6944161030133749,-0.35940967844665483,-10.102349036153035,-3.780123756301166,-0.6908068385946825
0.4277968749999991,0.0034223749999999996,125.0,5.3340659771508205,-1.224502338489991,1.6738529942576243,0.0012264397635956394,-0.00599243299281383,0.001662687867727772,0.05756157323073177,-0.5230258869336083,0.29577500697053527,-0.22589662726187265,0.06059434259775234,1.9235102610442458,14.08696304181002,-4.9318297594751455,0.7198078836431755,0.7627434860243071,-12.433339475181848,-4.536789965563363,-0.7804022262409278
0.4277968749999991,0.0034223749999999996,125.0,5.328004474173052,-1.2009840671125849,1.6693077883452194,0.0011548475521072795,-0.005182094812354663,0.001480368851168066,0.0562081889598803,-0.5911679408704599,0.32301924022517436,-0.29388786627672664,0.008375521185258444,2.4730033598811696,17.182393123380045,-6.058998944277227,0.8317132339675055,1.3034232633351672,-15.172457199330703,-5.614088769018183,-0.8400887551527643
0.4277968749999991,0.0034223749999999996,125.0,5.321858810412637,-1.1697900146792064,1.6539042261457675,0.0012817685442347605,-0.005047984415539939,0.0013088678284110633,0.054157445330748205,-0.5181674751233787,0.44502660658904386,-0.33350512397979426,-0.28019383203733816,2.9416065872464996,21.2286982566881,-6.533541170385407,1.6411653111176765,2.6961530068862283,-19.02460301661879,-7.351378636183943,-1.3609714790803378
0.4277968749999991,0.0034223749999999996,125.0,5.320486937867792,-1.1218744036533252,1.6388168083538448,0.0017334051366511903,-0.00521726409085122,0.0012420231605963703,0.05112048380222697,-0.5456903677576374,0.6797048648329255,-0.11356658672139217,-0.8261408513218669,2.8134983167730354,25.476977747785952,-8.259528044787794,2.791083290591726,6.504041161679531,-23.325212541222474,-9.717838864632824,-1.964942439269862
0.4277968749999991,0.0034223749999999996,125.0,5.299757569809875,-1.0495395847177238,1.632933152429755,0.0024948693037802924,-0.005706323207678608,0.0013846166795465852,0.04679170371800395,-1.1590250979581438,0.9245397652780039,-0.004771681527549448,0.25401314589985985,1.843155109438459,28.217989894305987,-12.425889138636512,3.6507782473925325,11.265409440540726,-27.354472125999283,-12.855463383808445,-3.9047913932923937
0.4277968749999991,0.0034223749999999996,125.0,5.222411485221031,-0.9366154716308378,1.6085934686702845,0.003588705920585053,-0.006420600718471214,0.001678210548102206,0.041857555441493735,-2.447996749515722,1.5726242751487125,-0.7572740439534892,4.561679573483172,0.05332070061662411,42.58583093208274,-23.36428619047268,-1.2898109920109735,17.808293722869504,-37.850233907410065,-20.60005807619583,-3.271868581472188
0.4277968749999991,0.0034223749999999996,125.0,5.199479171015706,-0.8095243608236543,1.5975209664494883,0.0026339612957143412,-0.003790588272668962,-0.0008779288632981088,0.051065824589343445,-2.5009489142531187,1.3764030084190049,0.3788728834795949,3.7092776120118245,-3.796054483538968,41.68730544324375,22.792922705513675,-3.701859388053055,21.43144973954064,-36.164907287434275,-30.291185814768507,-0.007418223958777004
0.4277968749999991,0.0034223749999999996,125.0,5.191835426618105,-0.7681946376923253,1.6131856500691928,0.0019029233626760202,-0.0023046247606504523,-0.0009086210992931204,0.060695738118721664,-2.046956600701608,0.7348058285353877,1.0803479289319302,3.7459734567520946,-5.176773417769505,37.703018248259866,26.350743691373903,-5.501111703920335,25.51481246173678,-35.103474242192306,-31.29474585496121,1.7551382471682453
0.4277968749999991,0.0034223749999999996,125.0,5.175612766435734,-0.7501822256394455,1.6040001544890017,0.0013427567127830278,-0.001591455929273808,-0.0007142196060256792,0.06978971950727571,-1.2718192789848835,1.0546753676869254,0.9117628267649875,1.562919448250564,-8.943034834601901,38.97621333830228,26.74121473483289,-5.14921336461984,27.83859113620431,-37.53698345224868,-33.481977791657044,3.586293916369271
