step,time,baseline_particles,surrogate_particles,particle_count_delta,position_rmse,position_rel_l2,position_max_abs,gamma_rmse,gamma_rel_l2,gamma_max_abs,sigma_rmse,sigma_rel_l2,sigma_max_abs
136,0.46544299999999883,16400,14182,-2218,0.20816212477180207,0.08457691130050973,0.7126939769976015,0.03220829141004457,5.416437857230101,0.25536064783639756,0.007645308035024813,0.11643628543692039,0.0465506966894012
137,0.4688653749999988,16501,14283,-2218,0.20899398278179923,0.08451885197362155,0.7160126145433858,0.03226137778109984,5.4496692278574175,0.256404792447981,0.007673763057803774,0.11686827470352106,0.04716162346443123
138,0.4722877499999988,16602,14384,-2218,0.2098232258285543,0.08446028204477955,0.7179112803277188,0.032400628607939096,5.497659213342005,0.2574442118104206,0.007702198334850994,0.11730005283625933,0.0477949829331413
139,0.47571012499999876,16703,14485,-2218,0.21065050760575968,0.08440144077988475,0.7380669292199891,0.03244173181761037,5.529205383861623,0.2584821831732776,0.007730047623733765,0.11772303333129364,0.048652674106452444
140,0.47913249999999874,16804,14586,-2218,0.21147580636470092,0.08434229590242769,0.7420771271108177,0.03244483807765188,5.5543913399140035,0.25952212087111787,0.00775886390525075,0.11816090531391214,0.04937692041984105
141,0.4825548749999987,16905,14687,-2218,0.21230069744948527,0.0842834528980968,0.7435249001140418,0.032382060388043865,5.568352489280354,0.2605590320492086,0.007789436042502715,0.11862571967968462,0.05010256118114578
142,0.4859772499999987,17006,14788,-2218,0.2131246922663853,0.08422469487063969,0.7453412093107541,0.03235235145208362,5.588037582954975,0.2615932942470745,0.007819163794207827,0.11907791398714479,0.050829027898867285
143,0.4893996249999987,17107,14889,-2218,0.21394779158131152,0.08416600705935533,0.7473076764147715,0.03251747403289128,5.64158774345342,0.26262660658022974,0.007846235099169064,0.1194899383539804,0.05155529165998984
144,0.49282199999999865,17208,14990,-2218,0.21477001181228877,0.08410738678843988,0.7492613071865843,0.03273088441658497,5.70392265896902,0.2636529580946519,0.007875845746273506,0.11994095314537415,0.05199046197547901
145,0.4962443749999986,17309,15091,-2218,0.21559075312043868,0.08404859742155309,0.7527667577020678,0.03279701381087429,5.740917689490044,0.2649175786379683,0.007903823436071586,0.12036744563030573,0.05271011557127971
146,0.4996667499999986,17410,15192,-2218,0.21641091698698137,0.08398999476418965,0.7580338579170618,0.03288081309357635,5.781234522992673,0.26593854836234015,0.007929384079272843,0.1207574957361974,0.053513725077787254
147,0.5030891249999986,17511,15293,-2218,0.2172309103513245,0.08393174311851684,0.7756095601794404,0.03302242458818573,5.83200128049518,0.26576887591085285,0.00795650259764666,0.1211716538193813,0.05422494398753487
148,0.5065114999999986,17612,15394,-2218,0.21804936280582354,0.08387332515632809,0.777999348772312,0.03297997581649357,5.850451233824259,0.2668460200053727,0.007983008341406621,0.12157687214645638,0.05492950723948821
149,0.5099338749999985,17713,15495,-2218,0.2188653579921591,0.08381441040138594,0.7802103039037036,0.03299838703872036,5.879787798304993,0.26791046498512094,0.008008712377211223,0.12197026942805589,0.05562582829268652
150,0.5133562499999985,17814,15596,-2218,0.21968015719356188,0.08375550824440547,0.7824085314352456,0.033038018483091555,5.9130669853893485,0.2689616287818889,0.0080328306752299,0.12233990042256168,0.05631216940419729
151,0.5167786249999985,17915,15697,-2218,0.22049287454263206,0.08369630621150032,0.7845963059356711,0.03332989536147367,5.991870637356659,0.2699942937682458,0.008055979564086605,0.12269514201593842,0.056986559079420025
152,0.5202009999999985,18016,15798,-2218,0.22130280553534193,0.08363656739104702,0.7867724035962604,0.033423189665670455,6.035399262155589,0.2710129782333932,0.00807986509450482,0.12306195485414231,0.057646656644153894
153,0.5236233749999984,18117,15899,-2218,0.22210923180622613,0.08357605351183256,0.7889377445241437,0.03360179406179343,6.094661200171959,0.272382473224139,0.008106561086596336,0.12347190523737434,0.05828982926652901
154,0.5270457499999984,18218,16000,-2218,0.222912655107604,0.08351498616105957,0.7910959525011629,0.03376125121081859,6.1508320148702005,0.2733905883962441,0.008134040733026827,0.12389407927110581,0.05891253242511739
155,0.5304681249999984,18319,16101,-2218,0.22371310560873836,0.08345340424736725,0.7900419105404461,0.03379786052044064,6.184884151683566,0.27439180976847305,0.008157252983016212,0.12425147639443845,0.05951290350125234
156,0.5338904999999984,18420,16202,-2218,0.22450940315800255,0.08339089285974619,0.7921815871526579,0.03399824446747109,6.249179928466517,0.27538476387784944,0.008181942264214563,0.12463151944764092,0.06008830806637874
157,0.5373128749999984,18521,16303,-2218,0.22530212699679378,0.0833276886286757,0.7943043075441028,0.034225552384835836,6.318845185949448,0.2763748327894968,0.008207241829799788,0.12502092502914536,0.06063710500898415
158,0.5407352499999983,18622,16404,-2218,0.22609160953925048,0.08326392689028742,0.7970574255305924,0.03429694199158366,6.360027606125308,0.2773607816591021,0.008231121488550293,0.12538867999606204,0.06115899199504671
159,0.5441576249999983,18723,16505,-2218,0.22687742421733637,0.08319945487201028,0.8005904593401569,0.034558098405298554,6.436731961587438,0.27834253590833236,0.008256623693901316,0.1257810529319646,0.061654983415015116
160,0.5475799999999983,18824,16606,-2218,0.2276590143237482,0.08313406738080903,0.8054866611621088,0.034727571172095836,6.496768259742391,0.2793180997874614,0.008284692623816215,0.12621235364137368,0.06305673777029386
161,0.5510023749999983,18925,16707,-2218,0.22843789990716085,0.08306831055939126,0.8076452594393195,0.03481154146077186,6.541069713620602,0.2802872722873365,0.008307400172573814,0.12656175463816027,0.06352029029373915
162,0.5544247499999982,19026,16808,-2218,0.2292132547946293,0.08300186608958103,0.8555466465655845,0.034991679982437254,6.603724141267661,0.2812489783068753,0.008328565542560252,0.12688740161484627,0.06396774553877453
163,0.5578471249999982,19127,16909,-2218,0.22998504620592541,0.08293470110034315,0.8578377422220604,0.035168268146990304,6.66607020229763,0.28220780080612556,0.008355695297325381,0.12730365954584066,0.06440357862070445
164,0.5612694999999982,19228,17010,-2218,0.23075549714031723,0.08286759001064653,0.8601249946384195,0.03534335268086413,6.7284990843462245,0.28316218024621215,0.008378916225364134,0.1276601375831656,0.06483181080729086
165,0.5646918749999982,19329,17111,-2218,0.2315237031065912,0.08280017371720269,0.8624022577171562,0.03553984833378286,6.795400562216225,0.2841110030952396,0.008398836862733848,0.12796614634153552,0.06577584756153601
166,0.5681142499999982,19430,17212,-2218,0.2322893585498786,0.08273231195028538,0.8614909989613542,0.035782136037018124,6.871518482969227,0.2850578025721642,0.00842276745918207,0.12833311956672822,0.06647681387834051
167,0.5715366249999981,19531,17313,-2218,0.23305319232300425,0.082664234558592,0.863761111022233,0.036049139943931455,6.952915611595719,0.28599925597783676,0.008444110879396598,0.1286605998299781,0.06715386412371231
168,0.5749589999999981,19632,17414,-2218,0.23381624750393307,0.08259628070467172,0.8660282271426594,0.03620473075826676,7.013292576698403,0.28693504898253824,0.008466110483319068,0.1289980513415991,0.06780118317606462
169,0.5783813749999981,19733,17515,-2218,0.23457827531563646,0.08252833250957886,0.8682923837515004,0.036448339841867516,7.0911908971057525,0.2878667773131636,0.008487423734316688,0.1293250466949038,0.06841404807690238
170,0.5818037499999981,19834,17616,-2218,0.2353397157207733,0.08246051873655996,0.8705553432497823,0.036482351914162985,7.128680735788529,0.2885237261445143,0.00850729337381296,0.1296300640927209,0.0689889419919316
171,0.585226124999998,19935,17717,-2218,0.2361009964709718,0.082392966030233,0.8728183187602154,0.03660062701077936,7.182904155213686,0.2894493200411643,0.008528646111453769,0.12995771140928225,0.06952395107144962
172,0.588648499999998,20036,17818,-2218,0.23686212855012456,0.08232565859121595,0.8750808654415132,0.03687223291267966,7.267686497103614,0.2903570133359554,0.008552141590936457,0.1303180369768902,0.07021883374047996
173,0.592070874999998,20137,17919,-2218,0.23762314715508215,0.08225859455499089,0.8773464173371872,0.03715959821450252,7.356188492132086,0.2912464691774264,0.008571913787832173,0.13062164640841434,0.07097113792626195
174,0.595493249999998,20238,18020,-2218,0.23838438406478665,0.08219187959241336,0.8824632093426152,0.03732377688611905,7.420808701013972,0.29212215771218464,0.00859297739062967,0.13094493594841675,0.07169259223196661
175,0.598915624999998,20339,18121,-2218,0.23914631676566958,0.08212567358242995,0.8847814789709538,0.03732917119526976,7.454108392149561,0.29298295130269375,0.008613537725482536,0.13126052208184188,0.07237780550784194
176,0.6023379999999979,20440,18222,-2218,0.23990882704743652,0.08205993588334139,0.8871022031985858,0.03748584617849016,7.51784665449354,0.29383605093262877,0.00863246482341273,0.13155115340696932,0.07302331109159416
177,0.6057603749999979,20541,18323,-2218,0.2406721351958303,0.08199474721649194,0.889428689325598,0.03762322186301115,7.578040386925109,0.29468882895880183,0.008651540611662336,0.1318439464678333,0.07362748958879556
178,0.6091827499999979,20642,18424,-2218,0.2414367745309957,0.08193029796936248,0.8917610909169162,0.03766071949508907,7.618326380452332,0.2955423579007101,0.008671721397024167,0.13215345006486398,0.07418920969910314
179,0.6126051249999979,20743,18525,-2218,0.2422027572765844,0.08186660407220658,0.8940999796180067,0.03764650005924875,7.648219678812921,0.2963936745292814,0.008694764262765983,0.1325064307722676,0.0747097571143058
180,0.6160274999999978,20844,18626,-2218,0.24296974711925348,0.08180356732225393,0.8964447919279259,0.03766063380070785,7.6839216131812424,0.2972468830162769,0.00871749402927822,0.13285449536382948,0.0751913996524193
181,0.6194498749999978,20945,18727,-2218,0.24373828030039957,0.08174138640042584,0.8987978628725461,0.037767904392642625,7.738781445548562,0.29810331926273015,0.008739496345030826,0.13319132727612268,0.07563717606534215
182,0.6228722499999978,21046,18828,-2218,0.2445073337813114,0.08167973667020659,0.9011567396578857,0.03786798902251285,7.79239604806176,0.2986720991029792,0.008764650724087383,0.13357606164296207,0.0760513606679764
183,0.6262946249999978,21147,18929,-2218,0.24527671365926723,0.08161857428375194,0.9505974452245967,0.037889908459447424,7.830072320153071,0.29961013770052786,0.008785980031685594,0.13390238214024752,0.0767876549158905
184,0.6297169999999978,21248,19030,-2218,0.24604582615405746,0.0815577220240415,0.953053143296406,0.038023210711178874,7.8909351007696324,0.3005468011744464,0.008810673861829352,0.1342798839806527,0.07735303253469272
185,0.6331393749999977,21349,19131,-2218,0.24681537643375412,0.08149743151446626,0.9555105523573388,0.038182141686633274,7.957404249501782,0.3014821150595241,0.008831393978354885,0.13459676602377837,0.07825997680728061
186,0.6365617499999977,21450,19232,-2218,0.24758458859547192,0.08143745987443739,0.9579722288448664,0.03816879355070016,7.9881122321698905,0.30241617714386937,0.008854103588204078,0.13494392442458278,0.0791705160529178
187,0.6399841249999977,21551,19333,-2218,0.2483541351250826,0.08137803819003273,0.9604339634991581,0.03822430941597712,8.033270916886526,0.3033489318308252,0.008877655305280696,0.1353039009336293,0.08008026352646083
188,0.6434064999999977,21652,19434,-2218,0.24912370626134747,0.08131907022190525,0.9628979078934197,0.038233082008239785,8.068650509245114,0.304280496401352,0.008899475018524191,0.13563748160298875,0.08098516179752688
189,0.6468288749999976,21753,19535,-2218,0.2498936559744899,0.08126067332024081,0.9653618933324355,0.03830699281477973,8.117821697425136,0.3052107751442716,0.008921757361476594,0.13597816543330032,0.08188228395276223
190,0.6502512499999976,21854,19636,-2218,0.25066433884872447,0.08120296046905959,0.9678275410594108,0.03838101761926027,8.167104662343109,0.30795564661916347,0.008944862342888061,0.13633150208394668,0.08276871332523969
191,0.6536736249999976,21955,19737,-2218,0.25143565537847795,0.08114589443440334,0.9702976179510083,0.038395203282419674,8.203680945830193,0.309957345785452,0.008968946669766142,0.13669993881338788,0.08364293510505418
192,0.6570959999999976,22056,19838,-2218,0.2522075018681763,0.0810894356079788,0.9727687114613004,0.03837505390693226,8.232864168695036,0.3117977716537796,0.008991695404035348,0.13704824382632916,0.08450332833946375
193,0.6605183749999975,22157,19939,-2218,0.2529800259914407,0.08103362446260154,0.9752438066893114,0.03840905624303693,8.27361121734339,0.31349476769092866,0.009011703944074408,0.13735503777228522,0.0853497109183794
194,0.6639407499999975,22258,20040,-2218,0.25375379217922084,0.08097863277686156,0.9777200875118557,0.0385225483363122,8.331521018465613,0.3150580910778529,0.009028991274494873,0.13762064365932455,0.08618097085761323
195,0.6673631249999975,22359,20141,-2218,0.25452778465256204,0.08092412502888988,0.9818668360862117,0.03857087632879134,8.375394338747366,0.31649160930208065,0.009043353117817907,0.13784200454618944,0.0869968083971578
196,0.6707854999999975,22460,20242,-2218,0.2553026916440776,0.08087030762639981,0.9843943569401261,0.038712160883805524,8.439514677840124,0.3178130443727687,0.00906023734619679,0.13810217972040012,0.0877960296045059
197,0.6742078749999975,22561,20343,-2218,0.25607978323359626,0.08081756811967884,0.9869232500440142,0.038863511140852215,8.505930653132102,0.3190226953328146,0.009079548585185756,0.13839970533625343,0.08857883354124405
198,0.6776302499999974,22662,20444,-2218,0.2568592754541753,0.08076595127887802,0.9894561641522706,0.03896591131087276,8.561696032125738,0.3201345396363374,0.009099105825121053,0.13870132050574274,0.08934557934030607
199,0.6810526249999974,22763,20545,-2218,0.25764109121498174,0.08071540882289718,0.9919904706077538,0.03903103287545427,8.609251599384265,0.321150849141509,0.00911437407924676,0.13893787470150995,0.09009594868843193
200,0.6844749999999974,22864,20646,-2218,0.2584254747068676,0.08066599356302756,0.9945295268226853,0.03909267493063862,8.655967224444886,0.32456347866893753,0.009130985026703078,0.13919518701011263,0.09121342258314848
