step,time,baseline_particles,surrogate_particles,particle_count_delta,position_rmse,position_rel_l2,position_max_abs,gamma_rmse,gamma_rel_l2,gamma_max_abs,sigma_rmse,sigma_rel_l2,sigma_max_abs
31,0.10609362500000004,5785,3577,-2208,0.07018797606090212,0.05748571501098654,0.2363646644150795,0.02849063761561446,2.618622307428313,0.22430327189735597,0.00297778919761232,0.04432366150888308,0.013250631127252478
32,0.10951600000000004,5886,3678,-2208,0.07238211285308199,0.05868082440865272,0.24274591399238113,0.02786146865124125,2.5835546261884716,0.22452590555188723,0.003061910745478597,0.04560495932226007,0.013697435085823814
33,0.11293837500000005,5997,3779,-2218,0.0745170522293744,0.05982353103807198,0.24873093680938052,0.027724767875331326,2.5955098614252328,0.22459321612153801,0.0031414028246865,0.04681629509653063,0.014129812584380508
34,0.11636075000000005,6098,3880,-2218,0.07670174936418934,0.06096761401298722,0.2549774710401887,0.02810750521930186,2.653949349201425,0.22451392571962853,0.0032210527810282016,0.04803194926593442,0.014576581251724147
35,0.11978312500000006,6199,3981,-2218,0.07887857975087514,0.06208453952281132,0.25599453326168475,0.027901589398329117,2.6567993468335747,0.20656877871766935,0.003294382604111012,0.049153586893562105,0.014984104732601491
36,0.12320550000000006,6300,4082,-2218,0.08103436250295051,0.0631647017531873,0.2672050979376769,0.02776201627841181,2.6655517574418113,0.20742972976891427,0.0033683878740474174,0.05028539542843036,0.015379581934588958
37,0.12662787500000006,6401,4183,-2218,0.0831694974514367,0.06420936297795521,0.2738507310860887,0.027624683952098914,2.674173389865418,0.20811536749033982,0.0034389376523046473,0.051365730163366694,0.015759014722607066
38,0.13005025000000006,6502,4284,-2218,0.08528747339344152,0.06522211736334416,0.28089151083571606,0.02732137693129677,2.6662685338873096,0.20862688025903148,0.0035079469097142654,0.05242321590738842,0.01613146838138782
39,0.13347262500000007,6603,4385,-2218,0.08738636139508439,0.06620234177718289,0.2883244867236172,0.027144922724080044,2.6702644592280445,0.20899358175464466,0.0035734571096078674,0.05342862862359805,0.016493164204927135
40,0.13689500000000007,6704,4486,-2218,0.0894641397024309,0.06714938866455838,0.29151587191490447,0.02737547019323186,2.7142442606550783,0.20923429616652608,0.003637765181283796,0.0544163440695601,0.016844438249792135
41,0.14031737500000008,6805,4587,-2218,0.09151125830961612,0.06805705925543752,0.3008572525105355,0.028048193448875484,2.8026796787104047,0.20934261773560056,0.003699874683732601,0.055371504831875015,0.017185615787118205
42,0.14373975000000008,6906,4688,-2218,0.09351920167991776,0.06892016258617266,0.3055264095082565,0.02845777620241158,2.8655777634105464,0.20937699512925587,0.003760139646401574,0.05629943121034887,0.017666513478651925
43,0.1471621250000001,7007,4789,-2218,0.0954900106967954,0.06974142344963045,0.3059170720928941,0.028635572939840162,2.90551035048159,0.20935949101972004,0.003816664140807841,0.057171744399832025,0.01798921877743851
44,0.1505845000000001,7108,4890,-2218,0.09743278655425608,0.07052859341793918,0.31790709449591664,0.029000902901728437,2.964810800165245,0.20931104927551283,0.0038741739406534478,0.05805926553877194,0.018303172987955182
45,0.1540068750000001,7209,4991,-2218,0.09934676510813634,0.0712820845008741,0.3205511579937515,0.028864990939912925,2.9729720787941276,0.19475644933060188,0.003930328570412539,0.05892696539228084,0.018607849147026824
46,0.1574292500000001,7310,5092,-2218,0.10123759111998126,0.07200685862823719,0.33056133811005833,0.029122457287265247,3.021667879706412,0.19511347101663365,0.003985389638657071,0.059778750750631486,0.018903629894219613
47,0.1608516250000001,7411,5193,-2218,0.10309958711174202,0.07269972390682586,0.3338024363420005,0.029105634906292588,3.042010247721488,0.19537855402466975,0.004038835012747833,0.06060676737429359,0.019190789801762642
48,0.16427400000000011,7512,5294,-2218,0.10493410987486992,0.0733625107271062,0.3390015286813486,0.029173368272684956,3.071148846957049,0.19556706239753013,0.004087239828842317,0.06135956437735198,0.01946959529897148
49,0.16769637500000012,7613,5395,-2218,0.10673750206720752,0.07399350461901781,0.3425620388590853,0.029489987791739995,3.1266972914665496,0.19569842110395788,0.004138638267759801,0.06215770183965644,0.019740291494911986
50,0.17111875000000012,7714,5496,-2218,0.1085122570143814,0.07459526454028237,0.34797264797477223,0.029225298287395327,3.120566698604404,0.19578981940474038,0.004188775234342574,0.06293728365279196,0.020003183977412763
51,0.17454112500000013,7815,5597,-2218,0.110257710348802,0.07516809656041959,0.3518732471921693,0.028787238872206276,3.095310643904879,0.19758426233014498,0.004239635803683419,0.06372809427726132,0.020258582755206277
52,0.17796350000000014,7916,5698,-2218,0.11197254320163857,0.07571183961384971,0.35693261165176676,0.028728105609111532,3.1103389000502717,0.1976966262968754,0.004288420590525661,0.06448800994788899,0.02050675414686983
53,0.18138587500000014,8017,5799,-2218,0.11365270215474227,0.07622448730761446,0.36222696827027695,0.028754081665049377,3.1344664816930474,0.19780256421395329,0.004336634715081339,0.0652395917975571,0.020748031712093155
54,0.18480825000000015,8118,5900,-2218,0.11530156233495172,0.07670902308097648,0.3769516189067053,0.02904714011120325,3.1878477217063947,0.19791358928925562,0.004381548065951019,0.06594168957960203,0.020982678654157004
55,0.18823062500000015,8219,6001,-2218,0.11692067224946213,0.07716711699793989,0.3753177419908448,0.028912963245992438,3.1943572681711903,0.1980534566782581,0.00442934311991566,0.06668727829603101,0.021211059054103948
56,0.19165300000000016,8320,6102,-2218,0.11851199320513703,0.07760064454990699,0.38772629914089807,0.02877769111585634,3.2004435938205584,0.19823260187188482,0.004478121332929111,0.06744776405820914,0.021433403085451733
57,0.19507537500000016,8421,6203,-2218,0.12008202172803055,0.07801436242493749,0.3861715950788878,0.028509800531432858,3.191378555034693,0.21532250182134205,0.004524086972301043,0.06816593484734322,0.021688340127256775
58,0.19849775000000017,8522,6304,-2218,0.12163179313258822,0.07840935508041015,0.3908107694754675,0.02857882372502898,3.2197718752980133,0.21592942304810223,0.004570644216829209,0.0688930161235623,0.02196806501365127
59,0.20192012500000017,8623,6405,-2218,0.12316020340719122,0.07878530368182723,0.3982417128195382,0.028368890893755376,3.216526304198114,0.21654517433500253,0.0046143564724923135,0.06957717003615226,0.022242552432963386
60,0.20534250000000018,8724,6506,-2218,0.12466781867841582,0.07914296206874505,0.3965791619273932,0.02801134599144652,3.196028743850604,0.21714655927601995,0.004656715347814539,0.0702408167349011,0.02251214668732123
61,0.20876487500000018,8825,6607,-2218,0.12615467719683882,0.07948273087053793,0.4015861734655881,0.027970610413091918,3.211290135676557,0.21771743938346716,0.004702800557796551,0.07096055346015602,0.022777195467079424
62,0.2121872500000002,8926,6708,-2218,0.1276235408704144,0.07980670787611412,0.4094928987908911,0.028225165534924053,3.260510969622061,0.21824024837389736,0.004752390620829481,0.07173306681777201,0.023038015370928422
63,0.2156096250000002,9027,6809,-2218,0.12907145952730467,0.08011338968360757,0.41395696960571193,0.028470516812352565,3.30893458878756,0.21869614058252557,0.004798118788756067,0.07244714700491599,0.023294997621758823
64,0.2190320000000002,9128,6910,-2218,0.13050069673282047,0.08040453723082995,0.41873127227292883,0.028747825457759845,3.361360162357246,0.2190764373427807,0.004843657834386918,0.07315819027024922,0.023548582224734847
65,0.2224543750000002,9229,7011,-2218,0.1319109118541519,0.08068027776774837,0.4254555009242018,0.02922623355557078,3.437755317321608,0.2133158322346914,0.004890561372286356,0.07388965319118605,0.023799209861099506
66,0.2258767500000002,9330,7112,-2218,0.13330409311908514,0.08094215884697344,0.43816586221191334,0.029393779290496205,3.477975635804696,0.21365317492013103,0.004932939049505877,0.07455252468857579,0.024047389157702957
67,0.22929912500000021,9431,7213,-2218,0.13468081120904626,0.0811908391687258,0.4438175989226013,0.029541181901362575,3.515979450732126,0.21390659967884168,0.004975222024503915,0.07521373995340953,0.024293547300615247
68,0.23272150000000022,9532,7314,-2218,0.13604327953290146,0.08142795324010363,0.44952763445593336,0.02961974838954859,3.545904355802548,0.21408534124447354,0.005022486873087026,0.07595008204190595,0.024538197084438065
69,0.23614387500000023,9633,7415,-2218,0.1373921274869626,0.08165415881307568,0.44855582918951864,0.02980421040275544,3.588658622497306,0.21419636139720585,0.005069109024437469,0.0766765601195828,0.02478181259117479
70,0.23956625000000023,9734,7516,-2218,0.13872725671024844,0.08186967369790234,0.45713799878442707,0.02997450707144968,3.629928582791238,0.21425133892531278,0.005116343697404473,0.07741218488907015,0.025024849187186365
71,0.24298862500000024,9835,7617,-2218,0.1400488645520749,0.08207488969199053,0.4561119758162485,0.029512403803209696,3.5943994539845576,0.2059692731757643,0.005164794918156499,0.07816613230184714,0.025267630801180684
72,0.24641100000000024,9936,7718,-2218,0.1413599588491727,0.08227182636041497,0.46227845280179203,0.029441625307474694,3.6061540138191956,0.2064342820745643,0.005208197989150627,0.07884360489499793,0.02551042538959311
73,0.24983337500000025,10037,7819,-2218,0.14266197480039325,0.0824615363957219,0.4664717640186552,0.029269229365605835,3.6052897325690716,0.20681365494509593,0.005251668240405064,0.07952201395551024,0.025753430889505373
74,0.2532557500000002,10138,7920,-2218,0.14395247742411946,0.082642814663186,0.4658581924785541,0.02935915989623782,3.636682044099577,0.20711659133689242,0.005293496243467067,0.08017547816303718,0.025997210008057804
75,0.2566781250000002,10239,8021,-2218,0.1452308501692721,0.08281551508886933,0.47940902963696086,0.02937740038660729,3.6592761965595857,0.20288960010685994,0.005340496201898037,0.08090720180766903,0.026241848620188447
76,0.2601005000000002,10340,8122,-2218,0.1464972682778989,0.08297992940534177,0.4787671116691167,0.029391272951270635,3.6813582062401706,0.20320706340856348,0.005381853352130452,0.08155334510831266,0.026487340218810204
77,0.26352287500000016,10441,8223,-2218,0.1477526336893534,0.08313673472393229,0.4865487240777919,0.02962850840535224,3.7316052592126834,0.20723223935799942,0.005426818539825963,0.08225403286299882,0.026733674486936712
78,0.26694525000000013,10542,8324,-2218,0.1489950320330094,0.08328499955620228,0.4923685125581153,0.029689744609730263,3.7599092294688328,0.2072854950382847,0.005470706825490402,0.0829382471876936,0.02698070833826198
79,0.2703676250000001,10643,8425,-2218,0.15022715994715274,0.08342636314428803,0.4916344592211226,0.029454592355183655,3.750575703708278,0.20732326511898821,0.0055138135604008215,0.08361042726450424,0.02722818815213699
80,0.2737900000000001,10744,8526,-2218,0.15144935366155998,0.08356110574590535,0.49976279364237997,0.02936362260165316,3.7593928501130955,0.20738340020164298,0.005558253269967661,0.08430260809073878,0.027475921566219502
81,0.27721237500000007,10845,8627,-2218,0.152663992645711,0.08369060979440499,0.506101270420835,0.029461026387173874,3.7923412125195957,0.20745504759616176,0.005601675973402699,0.08497912662155063,0.027723437749580263
82,0.28063475000000004,10946,8728,-2218,0.1538705412372101,0.08381462761657774,0.5138729989510608,0.02973355554425647,3.8480981333298145,0.20755022957892408,0.005645040687870974,0.08565449645146096,0.027970315463765265
83,0.284057125,11047,8829,-2218,0.1550733263841575,0.0839355451064479,0.5184896257453081,0.029723730800047206,3.8675049842528795,0.20767997020472045,0.0056865256292447834,0.08630105114656504,0.028216018936715742
84,0.2874795,11148,8930,-2218,0.15627192476123067,0.08405313087143351,0.5200700781485357,0.029817169428184073,3.9004106342497433,0.20784655534501362,0.005732779585514459,0.08701966877932904,0.028459927299112384
85,0.290901875,11249,9031,-2218,0.15746798491589037,0.08416826776542453,0.5259640348630361,0.029900608554477712,3.932131947460866,0.20805938975587182,0.005773994055583008,0.08766144945784095,0.02868389896611568
86,0.29432424999999995,11350,9132,-2218,0.15866084084970597,0.08428058872316697,0.5305215621110766,0.029794034188310965,3.938849513283428,0.19713914045436318,0.005819060584172473,0.08836134118939108,0.02892211984938988
87,0.29774662499999993,11451,9233,-2218,0.15985014432371772,0.08438990657943406,0.5353799233160663,0.02946733261546792,3.9161684639059007,0.19821655458195828,0.0058608120125685425,0.0890105017766572,0.029156319020010056
88,0.3011689999999999,11552,9334,-2218,0.16103386001628697,0.08449515920942707,0.5381640150907723,0.029585478335295304,3.9524695991689165,0.19929733539429362,0.00590140891939427,0.08964170713485999,0.0293858209599173
89,0.3045913749999999,11653,9435,-2218,0.16221156882203003,0.08459616039050313,0.5431528574537984,0.029604176801961944,3.9755896133748645,0.20037747621374397,0.005943583464151512,0.09029643856151026,0.029626955833541108
90,0.30801374999999986,11754,9536,-2218,0.16338284897915192,0.08469273481720904,0.543126629712308,0.02957231087151061,3.9919267898064836,0.201461882296441,0.005986086406589479,0.090955748168534,0.029889906660990104
91,0.31143612499999984,11855,9637,-2218,0.16454561903842044,0.08478386633049878,0.5484372966372011,0.029831263212364338,4.047707598452278,0.20255270055941538,0.006028983974063396,0.09162065034909689,0.030149921306795564
92,0.3148584999999998,11956,9738,-2218,0.16569729515658854,0.08486831438484489,0.5482917741899659,0.029594387286975905,4.036265353838624,0.2036496105630631,0.006071889133396207,0.09228526255247674,0.030405982835321053
93,0.3182808749999998,12057,9839,-2218,0.16683619391661564,0.08494533741101712,0.5568343764146713,0.029732009492388866,4.0758713699848705,0.20475220702561814,0.006115421192715821,0.09295900583903123,0.03065729093864443
94,0.3217032499999998,12158,9940,-2218,0.16796247475765627,0.08501515351071147,0.5565979096256332,0.029871602680382865,4.115988430535152,0.2058604575842936,0.006156956432223963,0.09360201006718798,0.030903039861302703
95,0.32512562499999975,12259,10041,-2218,0.16907814460634982,0.08507891437477541,0.5562730815758818,0.030129509912408772,4.1727391643779255,0.20697359278890556,0.006200150478395862,0.09426986809736804,0.031142418603756897
96,0.32854799999999973,12360,10142,-2218,0.17018075402229688,0.08513552460046064,0.5649950854944872,0.030397306923337426,4.231280544326416,0.20809159294270224,0.006243225057765656,0.09493556847766861,0.0313747008626651
97,0.3319703749999997,12461,10243,-2218,0.17127279935726464,0.08518638153066976,0.5645909861695212,0.03051593160123344,4.269384940097051,0.20921403928622656,0.0062863229296145585,0.09560131010444402,0.03159936625558315
98,0.3353927499999997,12562,10344,-2218,0.17235464169564557,0.08523179828960616,0.5708871605072426,0.030731193904014853,4.321303967091864,0.21033928850198913,0.006328724270099182,0.09625617018931637,0.031815954253945074
99,0.33881512499999966,12663,10445,-2218,0.17342727369995106,0.08527239490052516,0.5704265311153087,0.03071132224113697,4.340354238627994,0.2114630185252039,0.00636984120732251,0.09689122830842753,0.032024222498383416
100,0.34223749999999964,12764,10546,-2218,0.17449035873443625,0.08530812674648672,0.5906538322521324,0.030893123700191902,4.388074645025985,0.21260459315167285,0.006411928958483435,0.09754080789878053,0.03222412860950335
101,0.3456598749999996,12865,10647,-2218,0.17554483237530122,0.0853395656075135,0.5975639852905055,0.031169172998115672,4.449557729567601,0.21374087610378537,0.0064538358279827785,0.09818741170966747,0.03241577826084545
102,0.3490822499999996,12966,10748,-2218,0.17659181666183274,0.08536735607611255,0.6012321206963971,0.03122834999803182,4.480369805274342,0.21487968119977938,0.006497601988603813,0.09886209394408066,0.03259944675113317
103,0.35250462499999957,13067,10849,-2218,0.17763310479584138,0.08539244241120514,0.6082764984339334,0.03135510397053388,4.5210534903111155,0.21602049944736437,0.006539391350220243,0.09950649762043917,0.03277553194031211
104,0.35592699999999955,13168,10950,-2218,0.17866858815843378,0.08541482858727956,0.6091889067223575,0.03158018308816828,4.576203488226561,0.2171630835507486,0.006581144607177773,0.10015015637405658,0.03380935695749008
105,0.3593493749999995,13269,11051,-2218,0.17969950083067976,0.08543514476876145,0.6131960862356769,0.031557032705991056,4.595558786094611,0.2183069927936955,0.006620766596372096,0.10076118571404583,0.03403655561893257
106,0.3627717499999995,13370,11152,-2218,0.18072527961820842,0.08545314651841981,0.6139701935552364,0.031583159138706345,4.622113778845979,0.21945116293781497,0.006662732031267924,0.10140768241571498,0.03425468856095241
107,0.3661941249999995,13471,11253,-2218,0.18174636562120297,0.08546905489367845,0.6211184398856351,0.03155578016197594,4.640849570271631,0.2205962389898526,0.006702644669742609,0.10202273234201911,0.03446369358748076
108,0.36961649999999946,13572,11354,-2218,0.18276103187762427,0.08548206161098583,0.6217511236880737,0.03133653064521822,4.631195783470896,0.22173780308398794,0.006741719811743557,0.10262481747541925,0.03466365526896695
109,0.37303887499999944,13673,11455,-2218,0.1837680892441627,0.08549161809095174,0.6223258318303486,0.03106149634156935,4.612938039458262,0.2228786992919226,0.006778827555847731,0.10319672204473508,0.03485471241720003
110,0.3764612499999994,13774,11556,-2218,0.18476795774406712,0.08549792805427996,0.6228303889528959,0.030755504135720372,4.58965252389862,0.22401922714947073,0.006816449005945638,0.10377619142651628,0.03503714929603996
111,0.3798836249999994,13875,11657,-2218,0.185759606261214,0.08550051878811156,0.6299003605262781,0.03072854528206745,4.607745659595056,0.22515903289647304,0.00685471152825008,0.10436515217098459,0.03521133701427102
112,0.38330599999999937,13976,11758,-2218,0.1867430749599839,0.08549941736754775,0.630292604560365,0.030626538777176863,4.614464770199589,0.22629457425409974,0.006890728929585142,0.10491963305184314,0.035377665755980024
113,0.38672837499999935,14077,11859,-2218,0.1877183952856297,0.0854946487712864,0.634784730216956,0.030657808839402664,4.641187445424295,0.22742920929916893,0.006924671083191376,0.10544218153591642,0.03553655807108309
114,0.3901507499999993,14178,11960,-2218,0.188684477926963,0.08548573305273821,0.6350739153419074,0.030811502523044147,4.686552711252737,0.22856372186376867,0.00696005961766137,0.10598639346048733,0.035666965945138386
115,0.3935731249999993,14279,12061,-2218,0.18964163979871282,0.08547284061470839,0.6353073098185658,0.030832790465990884,4.7118790092709535,0.22969669618724084,0.006995686608565311,0.10653384417015119,0.035812694691178294
116,0.3969954999999993,14380,12162,-2218,0.19058901367671102,0.08545561306047775,0.6367041553658921,0.030995314674366836,4.758904565098384,0.23082815616844438,0.007030095447493173,0.10706231526147335,0.03595266709005636
117,0.40041787499999926,14481,12263,-2218,0.19152598698830592,0.08543382038676063,0.6419823438109704,0.031215672631338134,4.815079052433466,0.23196204191966566,0.007064092905307493,0.1075840583111099,0.03582592814524657
118,0.40384024999999923,14582,12364,-2218,0.19245381350008087,0.08540807344250281,0.6445832032379826,0.03143241890088235,4.871009564856206,0.23311594947664815,0.007099428673541792,0.1081256861879968,0.03649671049220959
119,0.4072626249999992,14683,12465,-2218,0.19337351974577544,0.0853788786186189,0.6459283518194188,0.03152322545261675,4.907657867358826,0.23426271924532518,0.007133393725321947,0.10864591843617115,0.03661793321625676
120,0.4106849999999992,14784,12566,-2218,0.19428686578682808,0.08534706064745719,0.6472342315821429,0.03157421063252284,4.938234898366218,0.235411766198399,0.007165734889730675,0.10914089411976959,0.03673421998151275
121,0.41410737499999917,14885,12667,-2218,0.19519416533792983,0.08531280188133433,0.6485011600748545,0.031671432768815046,4.976191354067469,0.2365547147443196,0.007198046754675554,0.10963488908590614,0.03693963033377489
122,0.41752974999999914,14986,12768,-2218,0.1960953260697255,0.08527611148593736,0.653847775840741,0.03182230562528402,5.022809096290525,0.23769235506395697,0.007230416198890713,0.11012923680517507,0.0376620079990814
123,0.4209521249999991,15087,12869,-2218,0.19698995122563462,0.08523687224584262,0.6550609547274859,0.031923344175571834,5.0618067520014804,0.2389526054222724,0.007260316526244827,0.1105854713172069,0.038267824501963484
124,0.4243744999999991,15188,12970,-2218,0.19787932017564344,0.0851956957472088,0.6621207064860896,0.0319597351974232,5.09072315191969,0.24005169584168365,0.007290644063620684,0.11104774808683783,0.03900302529460819
125,0.4277968749999991,15289,13071,-2218,0.1987631698061304,0.08515252372717622,0.6661355969595985,0.032058316119212324,5.129725869825024,0.24230704302414685,0.007319127693371653,0.11148152539793599,0.03973769002314088
126,0.43121924999999905,15390,13172,-2218,0.19964122879979954,0.08510729869754373,0.6651520785945406,0.03191909643895994,5.13072836923149,0.24344692702091905,0.0073534599446645164,0.11200402519791193,0.04046707100842732
127,0.43464162499999903,15491,13273,-2218,0.2005137923714445,0.08506020548387441,0.6710729039131773,0.031919034835574955,5.15408528846524,0.2457695757017261,0.007382096835500238,0.11243947159657594,0.04101282184585199
128,0.438063999999999,15592,13374,-2218,0.20138173086577765,0.0850116679016742,0.6728182621798491,0.0318842185895395,5.171889948099607,0.24685144942293086,0.007411545582066087,0.11288704216539133,0.04157878599301603
129,0.441486374999999,15693,13475,-2218,0.20224389071936094,0.08496124863042692,0.6801336368205837,0.03193544916729399,5.203748748510529,0.24792853122301092,0.007438405135874656,0.11329499100194912,0.04227175163286225
130,0.44490874999999896,15794,13576,-2218,0.203101302917681,0.0849094269942927,0.6840555046463603,0.03204943186982025,5.246039499619293,0.2490031764822631,0.007471732154892726,0.11380130826435296,0.04294962276807203
131,0.44833112499999894,15895,13677,-2218,0.20395393031700496,0.08485622215300337,0.6879524314826935,0.03212338813009869,5.281992757334935,0.25007207630155875,0.007500646578658927,0.11424032309256153,0.04354486741578912
132,0.4517534999999989,15996,13778,-2218,0.20480328955925772,0.08480228843251157,0.6944774970377985,0.03205026612740072,5.29383396872691,0.25113961968842,0.007531303489550976,0.11470581296235687,0.04425815230957032
133,0.4551758749999989,16097,13879,-2218,0.20564774577534833,0.08474696126271423,0.698698784782193,0.03204966714815674,5.317657891896506,0.2522022686307098,0.007560292549963498,0.11514586388055406,0.04478120931082983
134,0.4585982499999989,16198,13980,-2218,0.2064890492862859,0.08469096748445068,0.6995096426463325,0.032042324995259074,5.340413183426975,0.25325889370882665,0.007588153753082812,0.11556872217026165,0.045329744219293554
135,0.46202062499999885,16299,14081,-2218,0.2073270667779537,0.08463424432780231,0.7069525415793638,0.032086810496747345,5.371892645284118,0.2543118741801415,0.007618581451090438,0.11603067494635977,0.04596169480564681
