step,time,baseline_particles,surrogate_particles,particle_count_delta,position_rmse,position_rel_l2,position_max_abs,gamma_rmse,gamma_rel_l2,gamma_max_abs,sigma_rmse,sigma_rel_l2,sigma_max_abs
136,0.46544299999999883,16400,14016,-2384,0.20600886121037085,0.08370203369517479,0.7533032580644012,0.02731928639227324,4.594258514485267,0.19296222430986204,0.007414642193329951,0.11292329764609645,0.04324561857740701
137,0.4688653749999988,16501,14117,-2384,0.20687852361083914,0.08366334322572959,0.758360580478302,0.027200913316855743,4.594843446498092,0.19360730618965177,0.007435456123457166,0.11323895750188412,0.04382948706492854
138,0.4722877499999988,16602,14218,-2384,0.20774577776767678,0.08362404550107838,0.7655612425645131,0.027300779289637794,4.632329286238518,0.19448554216702232,0.007452471967182426,0.11349686381818572,0.04441747431130492
139,0.47571012499999876,16703,14319,-2384,0.20861238446515745,0.08358482499524304,0.767246359826087,0.027329884533505627,4.657967877687322,0.19512947754520826,0.007471602528385102,0.11378710149037904,0.04499959368100637
140,0.47913249999999874,16804,14420,-2384,0.20947797103712174,0.08354550490652334,0.7689191421696127,0.027363327058275717,4.684462486142291,0.19577164063547212,0.00749644951918284,0.11416455716245212,0.04569664966480305
141,0.4825548749999987,16905,14521,-2384,0.21034426010448054,0.08350674657166082,0.7705804699127428,0.027456759750488897,4.721407923773043,0.1964104939903218,0.007512233022038172,0.11440418071068073,0.04639539436053705
142,0.4859772499999987,17006,14622,-2384,0.2112098894380697,0.08346798441049863,0.7722308985973327,0.02737355376365313,4.72807818735787,0.19704735155218747,0.007534019614478278,0.11473545806712399,0.0470952349364672
143,0.4893996249999987,17107,14723,-2384,0.21207674973377597,0.08342994841540256,0.7738712682687443,0.0273418571967715,4.74364910043551,0.19768194427668506,0.007551967974854432,0.11500855841831137,0.047866196739917995
144,0.49282199999999865,17208,14824,-2384,0.2129441478580473,0.08339234913245334,0.7854333053396212,0.027342640858706295,4.7649280344835665,0.19831554327643405,0.007571569431451313,0.11530714080381028,0.04856467465664601
145,0.4962443749999986,17309,14925,-2384,0.21381114563826403,0.08335481296803286,0.7870877935233875,0.02727000891970939,4.773449116510817,0.19894688014630255,0.007592390476115117,0.11562462841301259,0.04926069174109977
146,0.4996667499999986,17410,15026,-2384,0.21467841111886793,0.0833176018885542,0.7887323329526388,0.02713722203129988,4.771373640274055,0.19957650416759481,0.0076124822453917974,0.11593136151554395,0.04995316393180013
147,0.5030891249999986,17511,15127,-2384,0.21554632297304627,0.08328086726081464,0.7903680687667483,0.02706170278905104,4.7792942912674405,0.20020362817531792,0.007631252509104654,0.11621833536697587,0.0506403221445023
148,0.5065114999999986,17612,15228,-2384,0.2164145519546193,0.0832444903809004,0.798364981660157,0.02701877655782737,4.7929699987866545,0.2008284225458696,0.007650019750973632,0.1165056371490786,0.05132108865785857
149,0.5099338749999985,17713,15329,-2384,0.21728360626184945,0.08320867914316636,0.8000029978307781,0.027062643597418053,4.8221327129492915,0.201522525321707,0.007663764276367622,0.11671681408880433,0.05199390671109648
150,0.5133562499999985,17814,15430,-2384,0.21815209601089225,0.08317291788841683,0.8016312148012208,0.02703659385086555,4.838946094141596,0.20224006372145656,0.0076806615859782955,0.11697637004916536,0.05267543755832295
151,0.5167786249999985,17915,15531,-2384,0.21901923426633838,0.08313693100236434,0.8032505974126349,0.026865698022318328,4.8297717525418165,0.2029464234490411,0.007703438102540627,0.11732582294719095,0.053326888054172794
152,0.5202009999999985,18016,15632,-2384,0.21988598500942338,0.08310111098275452,0.8048619028485475,0.02672828168404516,4.826464893632316,0.20364538140350996,0.0077200292255048255,0.11758140475239681,0.05396431505658345
153,0.5236233749999984,18117,15733,-2384,0.22075088346556096,0.08306492935601095,0.8064658480098095,0.026542345751552104,4.814225232023211,0.20433519052920326,0.007740631321143068,0.117898389557799,0.05458509575671749
154,0.5270457499999984,18218,15834,-2384,0.22161417541294404,0.08302850631684618,0.8080627104296136,0.026496355195378008,4.827268657652095,0.2050173448986686,0.007756305654125797,0.11814058708378228,0.05518566024968924
155,0.5304681249999984,18319,15935,-2384,0.22247436450101507,0.08299130721402911,0.8096518247825362,0.02650078389839694,4.849545971741569,0.20570202721969624,0.007771813623597146,0.11838045467081926,0.05576417126356387
156,0.5338904999999984,18420,16036,-2384,0.22333131575064463,0.08295330869006551,0.8112326972559183,0.026380630623244347,4.848994704676595,0.20636941385228663,0.007786718126491129,0.1186112637166401,0.05653465511354489
157,0.5373128749999984,18521,16137,-2384,0.22418494454194574,0.08291450020040879,0.8457624547062645,0.026244282298060365,4.845314255067281,0.20654310215707494,0.007805082627452382,0.11889483339822747,0.05706368018495091
158,0.5407352499999983,18622,16238,-2384,0.2250356358427057,0.08287503799323213,0.8483609896367212,0.02616814687963367,4.852623204612626,0.20719006501398296,0.007818919170306457,0.11910940144965654,0.05756606042756044
159,0.5441576249999983,18723,16339,-2384,0.22588387210306027,0.08283510396940344,0.851114495449024,0.026060632614828112,4.854008600928483,0.2078335495172312,0.007834362714717467,0.11934834719862007,0.05804278954300091
160,0.5475799999999983,18824,16440,-2384,0.22672930210774478,0.08279456508506389,0.8575169460427103,0.025969524058844312,4.858329388773486,0.20847353277337474,0.00785002877304367,0.1195905089767788,0.0584964604922113
161,0.5510023749999983,18925,16541,-2384,0.2275716202635334,0.0827532998431425,0.8599952819915169,0.025794362483576614,4.846746686400064,0.209143441144577,0.00785665231311294,0.11969469168131606,0.058930599557379816
162,0.5544247499999982,19026,16642,-2384,0.22841087062337878,0.08271130966606965,0.8624681384783259,0.02547685343945985,4.8080604356847605,0.20994938232777244,0.00787424684200038,0.1199657631736899,0.05934914872866386
163,0.5578471249999982,19127,16743,-2384,0.22924860287577908,0.08266913293201823,0.8687908388571317,0.02503772469655846,4.745847302900053,0.21074450021381178,0.00789273827830064,0.12025025218270383,0.06003094305295998
164,0.5612694999999982,19228,16844,-2384,0.23008556682177356,0.08262700847884873,0.8800832232469256,0.02478855071211734,4.7191261755723595,0.21152429898489444,0.0079036398854917,0.12041888569494762,0.060732597070099446
165,0.5646918749999982,19329,16945,-2384,0.2309217687437315,0.0825849030164391,0.8823818754587904,0.02450554252037856,4.685584920240123,0.21229641435700095,0.007922790582713316,0.12071302201848233,0.061423528491035315
166,0.5681142499999982,19430,17046,-2384,0.23175706508557273,0.08254273000295483,0.8846721827445778,0.024462502674836104,4.697722324232392,0.2130517070311279,0.007938837936253544,0.12095974904108776,0.062097307260471024
167,0.5715366249999981,19531,17147,-2384,0.2325918979347861,0.08250061291012568,0.8886809155388875,0.024377523876158654,4.701772818830421,0.21379442127535092,0.007953731785800036,0.1211888281742839,0.06274748734079487
168,0.5749589999999981,19632,17248,-2384,0.23342631878538006,0.082458537232025,0.8946163884399376,0.02426273268669579,4.6999836617530315,0.21452268627237125,0.007966858591855187,0.12139095464065937,0.0633682442250525
169,0.5783813749999981,19733,17349,-2384,0.23426142661868668,0.08241686014675279,0.8968124388030108,0.02415691973517916,4.69983900697299,0.21522753296120145,0.007979225655132049,0.1215815025549923,0.06395480395120932
170,0.5818037499999981,19834,17450,-2384,0.23509754845279768,0.08237566591655411,0.8989970249475165,0.024096999082010885,4.708572888897479,0.21591317717908623,0.008000853420786224,0.12191317451511997,0.06450365453359394
171,0.585226124999998,19935,17551,-2384,0.23593566215056225,0.08233526875131952,0.9011692319475237,0.02410536030056342,4.730697444468535,0.21658036259192098,0.008012309540438023,0.1220898835959079,0.06501282480279863
172,0.588648499999998,20036,17652,-2384,0.2367747867230618,0.08229530138097083,0.9033290731830186,0.02411424354042733,4.753028181983657,0.2172298209857807,0.008023951032070277,0.12226943814942039,0.0656821028945937
173,0.592070874999998,20137,17753,-2384,0.23761546185796714,0.08225593411661615,0.9088808090727936,0.024068203088155434,4.764589691238595,0.21786076424556994,0.008039682501166446,0.12251133071286559,0.06640898317622393
174,0.595493249999998,20238,17854,-2384,0.23845729711687008,0.08221701907804313,0.9109715831440808,0.02412905558038333,4.797400492037311,0.21847764853037635,0.008048622370097154,0.12264972812271505,0.06710521077705353
175,0.598915624999998,20339,17955,-2384,0.23930079524642664,0.08217872331975289,0.9130475375119462,0.02400661632021854,4.7937823008063845,0.21907907164059523,0.008063773076626528,0.12288273386858628,0.06776529248191954
176,0.6023379999999979,20440,18056,-2384,0.24014520096183423,0.08214078671529568,0.9151081310846616,0.023970077072054157,4.8072374534657705,0.2196721505905885,0.00808231480848222,0.12316735219938345,0.0683857204737154
177,0.6057603749999979,20541,18157,-2384,0.24099220805636873,0.0821037930487789,0.9171533975074588,0.023918956551652687,4.817737816859688,0.219591031283524,0.008099037532219204,0.12342415284966328,0.06896497466789939
178,0.6091827499999979,20642,18258,-2384,0.2418418654283825,0.08206776343207854,0.9191849115495128,0.02387009193767384,4.828642510037979,0.22027254495189744,0.008118676542332098,0.12372527505300772,0.06950194368643885
179,0.6126051249999979,20743,18359,-2384,0.2426927228859504,0.0820322166399659,0.921200014520025,0.02380804575890044,4.836815209932544,0.22094951286850023,0.008132008559444723,0.1239301488409487,0.06999790063200828
180,0.6160274999999978,20844,18460,-2384,0.24354438805437953,0.08199703864524804,0.9231980751442652,0.02372548383977491,4.84072464166023,0.22123544381598514,0.008143146199198556,0.12410144192068738,0.07045513275203155
181,0.6194498749999978,20945,18561,-2384,0.24439730604351786,0.0819624008338159,0.9283451201000581,0.023622973071255486,4.840433395296834,0.22183747508712773,0.008163840752054386,0.12441824362742356,0.0708766612797147
182,0.6228722499999978,21046,18662,-2384,0.24525104506768355,0.08192817969680256,0.930236613463211,0.023519916221905066,4.839879458857908,0.22247842320162523,0.008178538855741163,0.1246435305563866,0.07126678546901058
183,0.6262946249999978,21147,18763,-2384,0.24610553544476538,0.08189437401809463,0.9321080633151209,0.02346038394179536,4.848164336934753,0.22312735595167593,0.008200056869627912,0.12497264329862418,0.071630315722829
184,0.6297169999999978,21248,18864,-2384,0.24696161664168206,0.08186128249157483,0.9339589994258763,0.023444873277407144,4.865501098343524,0.22377305866919198,0.008223750063583436,0.12533481794258441,0.07217202358109337
185,0.6331393749999977,21349,18965,-2384,0.24781852718858643,0.08182866780582664,0.9357896581145846,0.023403963985688933,4.8775368339305185,0.2244132318572974,0.008245979220296433,0.12567462605240115,0.07305546128369145
186,0.6365617499999977,21450,19066,-2384,0.24867584350476152,0.0817964039767024,0.9375993379412049,0.0233435922563306,4.885436962996705,0.22504764543973707,0.008263297558385707,0.125939547703306,0.07394266926733853
187,0.6399841249999977,21551,19167,-2384,0.24953390581566526,0.08176461288614303,0.9393881467506457,0.023392471733116933,4.9161924889921425,0.22567612911475127,0.008288783833865202,0.12632894026088853,0.07482927088558713
188,0.6434064999999977,21652,19268,-2384,0.25039231928254074,0.08173317144455894,0.9411558765716479,0.023352478298753497,4.928270911478313,0.226298410579774,0.008309863301592427,0.12665117081029878,0.07571120380641155
189,0.6468288749999976,21753,19369,-2384,0.25125241737307125,0.08170251673439113,0.9445783702444603,0.023333125750306327,4.944636489750914,0.22691441971825393,0.00833818705625391,0.12708386173387773,0.07658555321694613
190,0.6502512499999976,21854,19470,-2384,0.2521144149539791,0.08167271405743576,0.9483653288802811,0.02330995921925902,4.960131034230439,0.22752382474983246,0.008358747141103058,0.12739833321107777,0.07744940580740195
191,0.6536736249999976,21955,19571,-2384,0.25297886257447516,0.08164393409400651,0.9521443487038943,0.023219237118215323,4.961120057687893,0.22810728408365855,0.00838116032130315,0.12774121034406907,0.0783012388668568
192,0.6570959999999976,22056,19672,-2384,0.2538451481247638,0.0816159695520072,0.9480079704070759,0.023159083670854928,4.968477454025128,0.22860716687966517,0.008405661240830127,0.12811611820589677,0.07913944144123301
193,0.6605183749999975,22157,19773,-2384,0.2547125652466344,0.08158858501658943,0.953066520129042,0.02319063827670093,4.995444922400284,0.229134468949677,0.008428030771504134,0.12845877895568542,0.07996382588658714
194,0.6639407499999975,22258,19874,-2384,0.25558172323195005,0.08156196733982185,0.9561703022279531,0.023177346755658735,5.012714890022314,0.22963250609830468,0.008449213353910644,0.12878361987842274,0.08077330300640906
195,0.6673631249999975,22359,19975,-2384,0.25645287494820823,0.0815361849184985,0.9591797723206927,0.023283435819851345,5.0558342229472855,0.23010226055177754,0.008471359161715286,0.12912346923408885,0.08156743396827389
196,0.6707854999999975,22460,20076,-2384,0.2573254560751612,0.08151104345548195,0.9621878353314455,0.023213011746472306,5.06059462656299,0.2305455189088865,0.008487122482256797,0.12936638076547563,0.08234515585335006
197,0.6742078749999975,22561,20177,-2384,0.25820004880312075,0.08148671390281374,0.9651907841923664,0.023220237300379944,5.082138037154512,0.23096056961605663,0.008502087180106071,0.12959745183694552,0.0831066709273123
198,0.6776302499999974,22662,20278,-2384,0.25907695203290787,0.08146326991062108,0.9681913513188094,0.02319744177283278,5.097005010287334,0.23135874448905622,0.00852348868196525,0.1299269574643732,0.08380730374421222
199,0.6810526249999974,22763,20379,-2384,0.25995713991330693,0.08144099501203138,0.9711940428948855,0.02326641564455286,5.131978616578554,0.21050466328127987,0.008539822968223946,0.1301795211844357,0.08453671543554796
200,0.6844749999999974,22864,20480,-2384,0.26084000045935524,0.08141967359023411,0.9853458740721628,0.02324739423097837,5.147477957804984,0.20947153566983884,0.008558978736519642,0.13047536956432795,0.08524976023107086
